MACRO_GENSPECIES,FINAL_ID,MMS_TOLERANCE,MMS_TOLERANCE_NAME,MMS_NBI_PHOSPHORUS_TOL,MMS_NBI_NITRATE_TOL,MMS_FEEDING_HABITS,MMS_REFERENCE,MMS_PREV_NAME,MMS_INTEGR_TAXONOMIC_INFO_SYS,MMS_KINGDOM,MMS_SUBKINGDOM,MMS_INFRAKINGDOM,MMS_SUPERPHYLUM,MMS_PHYLUM,MMS_SUBPHYLUM,MMS_CLASS,MMS_SUBCLASS,MMS_INFRACLASS,MMS_SUPERORDER,MMS_ORDER,MMS_SUBORDER,MMS_INFRAORDER,MMS_SUPERFAMILY,MMS_FAMILY,MMS_SUBFAMILY,MMS_TRIBE,MMS_GENUS,MMS_SPECIES,MSTR_MACRO_SPECIES_ID,MMS_CLASSIFIER,MMS_COMMON_NAME,MMS_WATER_QLTY_EXCHANGE_NAME,MMS_WQX_UNIDENTIFD_SPECEIS_NAME
SMITTIA SP.,SMITTIA_SP.,6,facultative,,,gatherer,83,,129110,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,smittia,,,,,,
SOYEDINA SP.,SOYEDINA_SP.,2,intolerant,,,gatherer,83,,102556,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,euholognatha,,,nemouridae,nemourinae,,soyedina,,,,,,
SPARBARUS SP.,SPARBARUS_SP.,6,facultative,,,gatherer,"83,23",,776922,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,caenoidea,caenidae,brachycercinae,sparbarini,sparbarus,,,,,,
SPECARIA JOSINAE,SPECARIA_JOSINAE,6,facultative,,,gatherer,"18,83",,68985,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,specaria,specaria_josinae,,,,,
SPECARIA SP.,SPECARIA_SP.,6,facultative,,,gatherer,"18,83",,68984,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,specaria,,,,,,
SPERCHON SP.,SPERCHON_SP.,6,facultative,,,predator,108,,83006,animalia,bilateria,protostomia,ecdysozoa,arthropoda,chelicerata,arachnida,acari,,acariformes,trombidiformes,prostigmata,,lebertioidea,sperchontidae,,,sperchon,,,,,,
SPHAERIUM CORNEUM,SPHAERIUM_CORNEUM,6,facultative,,,filterer,"68,22",sphaerium_sp.,81392,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,heterodonta,,,veneroida,,,corbiculoidea,pisidiidae,,,sphaerium,sphaerium_corneum,,,,,
SPHAERIUM RHOMBOIDEUM,SPHAERIUM_RHOMBOIDEUM,6,facultative,,,filterer,"68,22",,81396,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,heterodonta,,,veneroida,,,corbiculoidea,pisidiidae,,,sphaerium,sphaerium_rhomboideum,,,,,
SPHAERIUM SP.,SPHAERIUM_SP.,6,facultative,9,4,filterer,"68,22",,81391,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,heterodonta,,,veneroida,,,corbiculoidea,pisidiidae,,,sphaerium,,,,,,
SPHAERIUM STRIATINUM,SPHAERIUM_STRIATINUM,6,facultative,,,filterer,"68,22",,81398,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,heterodonta,,,veneroida,,,corbiculoidea,pisidiidae,,,sphaerium,sphaerium_striatinum,,,,,
SPHAEROMAIS SP.,SPHAEROMAIS_SP.,6,facultative,,,predator,83,,NA,,,,,,,,,,,,,,,,,,,,,,,,
SPIROSPERMA FEROX,SPIROSPERMA_FEROX,10,tolerant,,,gatherer,78,,68610,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,tubificinae,,spirosperma,spirosperma_ferox,,,,,
SPIROSPERMA SP.,SPIROSPERMA_SP.,6,tolerant,,,gatherer,"18,83",,68780,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,tubificinae,,spirosperma,,,,,,
STAGNICOLA CATASCOPIUM,STAGNICOLA_CATASCOPIUM,6,facultative,,,gatherer,"60,83",,76538,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,lymnaeidae,,,stagnicola,stagnicola_catascopium,,,,,
STAGNICOLA ELODES,STAGNICOLA_ELODES,6,facultative,,,gatherer,"60,83",lymnaea_palustris,76542,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,lymnaeidae,,,stagnicola,stagnicola_elodes,,,,,
STAGNICOLA SP.,STAGNICOLA_SP.,6,facultative,,,gatherer,83,,76534,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,lymnaeidae,,,stagnicola,,,,,,
STEGOPTERNA SP.,STEGOPTERNA_SP.,1,intolerant,,,filterer,"115,128",,126761,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,simuliidae,simuliinae,prosimuliini,stegopterna,,,,,,
STELECHOMYIA PERPULCHRA,STELECHOMYIA_PERPULCHRA,7,facultative,,,gatherer,"124,36",stelechomyia_sp.,129744,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,stelechomyia,stelechomyia_perpulchra,,,,,
STELECHOMYIA SP.,STELECHOMYIA_SP.,7,facultative,,,gatherer,"124,36",,129743,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,stelechomyia,,,,,,
STEMPELLINA JOHANNSENI,STEMPELLINA_JOHANNSENI,2,intolerant,,,gatherer,21,constempellina_sp._2,129963,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,stempellina,stempellina_johannsenii,,,,,
STEMPELLINA NR. BAUSEI,STEMPELLINA_NR._BAUSEI,2,intolerant,,,gatherer,21,,129968,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,stempellina,stempellina_bausei,,,,,
STEMPELLINA NR. SUBGLABRIPENNIS,STEMPELLINA_NR._SUBGLABRIPENNIS,2,intolerant,,,gatherer,21,,129962,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,stempellina,stempellina_subglabripennis,,,,,
STEMPELLINA SP.,STEMPELLINA_SP.,2,intolerant,,,gatherer,21,,129962,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,stempellina,,,,,,
STEMPELLINA SP. 4,STEMPELLINA_SP._4,2,intolerant,,,gatherer,21,,129962,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,stempellina,,,,,,
STEMPELLINA SP. 5,STEMPELLINA_SP._5,2,intolerant,,,gatherer,21,,129962,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,stempellina,,,,,,
STEMPELLINELLA SP.,STEMPELLINELLA_SP.,4,intolerant,,,gatherer,21,,129969,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,stempellinella,,,,,,
STEMPELLINELLA SP. 1,STEMPELLINELLA_SP._1,4,intolerant,,,gatherer,21,,129969,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,stempellinella,,,,,,
STEMPELLINELLA SP. 2,STEMPELLINELLA_SP._2,4,intolerant,,,gatherer,21,,129969,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,stempellinella,,,,,,
STEMPELLINELLA SP. 3,STEMPELLINELLA_SP._3,4,intolerant,,,gatherer,21,,129969,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,stempellinella,,,,,,
STENACRON CAROLINA,STENACRON_CAROLINA,7,facultative,,,scraper,,,100735,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,heptagenioidea,heptageniidae,,,stenacron,stenacron_carolina,,,,,
STENACRON INTERPUNCTATUM,STENACRON_INTERPUNCTATUM,7,facultative,7,7,scraper,"83,9",stenonema_sp._2,100714,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,heptagenioidea,heptageniidae,,,stenacron,stenacron_interpunctatum,,,,,
STENACRON SP.,STENACRON_SP.,7,facultative,,,scraper,"83,9",,100713,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,heptagenioidea,heptageniidae,,,stenacron,,,,,,
STENELMIS BICARINATA,STENELMIS_BICARINATA,5,facultative,,,scraper,"19,104",stenelmis_markeli,114100,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,stenelmis,stenelmis_bicarinata,,,,,
STENELMIS CHERYL,STENELMIS_CHERYL,5,facultative,,,scraper,20,,193723,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,stenelmis,stenelmis_cheryl,,,,,
STENELMIS CONCINNA,STENELMIS_CONCINNA,5,facultative,5,0,scraper,19,,114101,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,stenelmis,stenelmis_concinna,,,,,
STENELMIS CRENATA,STENELMIS_CRENATA,5,facultative,7,7,scraper,19,,114102,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,stenelmis,stenelmis_crenata,,,,,
STENELMIS MERA,STENELMIS_MERA,5,facultative,,,scraper,19,,114109,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,stenelmis,stenelmis_mera,,,,,
STENELMIS MUSGRAVEI,STENELMIS_MUSGRAVEI,5,facultative,,,scraper,19,stenelmis_quadrimaculata,114111,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,stenelmis,stenelmis_musgravei,,,,,
STENELMIS SANDERSONI,STENELMIS_SANDERSONI,5,facultative,,,scraper,19,,114112,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,stenelmis,stenelmis_sandersoni,,,,,
STENELMIS SP.,STENELMIS_SP.,5,facultative,7,7,scraper,"83,19",,114095,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,stenelmis,,,,,,
STENELMIS VITTAPENNIS,STENELMIS_VITTAPENNIS,5,facultative,,,scraper,19,,114100,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,elminae,elmini,stenelmis,stenelmis_bicarinata,,,,,
STENOCHIRONOMUS HILARIS,STENOCHIRONOMUS_HILARIS,5,facultative,,,gatherer,15,,129760,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,stenochironomus,stenochironomus_hilaris,,,,,
STENOCHIRONOMUS MACATEEI,STENOCHIRONOMUS_MACATEEI,5,facultative,,,gatherer,15,,129769,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,stenochironomus,stenochironomus_macateei,,,,,
STENOCHIRONOMUS POECILOPTERUS,STENOCHIRONOMUS_POECILOPTERUS,5,facultative,,,gatherer,15,,129774,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,stenochironomus,stenochironomus_poecilopterus,,,,,
STENOCHIRONOMUS SP.,STENOCHIRONOMUS_SP.,5,facultative,4,3,gatherer,15,,129746,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,stenochironomus,,,,,,
STENONEMA FEMORATUM,STENONEMA_FEMORATUM,7,facultative,,,scraper,9,"stenonema_tripunctatum,_stenonema_sp._4",100516,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,heptagenioidea,heptageniidae,,,stenonema,stenonema_femoratum,,,,,
STENONEMA SP.,STENONEMA_SP.,3,intolerant,5,5,scraper,9,,100507,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,heptagenioidea,heptageniidae,,,stenonema,,,,,,
STICTOCHIRONOMUS SP.,STICTOCHIRONOMUS_SP.,9,tolerant,,,gatherer,124,,129785,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,stictochironomus,,,,,,
STILOCLADIUS SP.,STILOCLADIUS_SP.,3,intolerant,,,gatherer,124,,129152,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,stilocladius,,,,,,
STRATIOMYS SP.,STRATIOMYS_SP.,7,facultative,,,gatherer,83,,130627,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,brachycera,stratiomyomorpha,,stratiomyidae,stratiomyinae,stratiomyini,stratiomys,,,,,,
STROPHOPTERYX FASCIATA,STROPHOPTERYX_FASCIATA,3,intolerant,,,shredder,114,,102809,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,euholognatha,,,taeniopterygidae,brachypteryinae,,strophopteryx,strophopteryx_fasciata,,,,,
STROPHOPTERYX SP.,STROPHOPTERYX_SP.,3,intolerant,,,shredder,114,,102808,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,euholognatha,,,taeniopterygidae,brachypteryinae,,strophopteryx,,,,,,
STYLARIA LACUSTRIS,STYLARIA_LACUSTRIS,6,facultative,5,2,gatherer,"18,83",stylaria_fossularis,68872,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,stylaria,stylaria_lacustris,,,,,
STYLARIA SP.,STYLARIA_SP.,6,facultative,,,gatherer,"18,83",,68871,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,stylaria,,,,,,
STYLODRILUS HERINGIANUS,STYLODRILUS_HERINGIANUS,5,tolerant,,,gatherer,18,,68452,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,lumbriculata,,,lumbriculida,,,,lumbriculidae,,,stylodrilus,stylodrilus_heringianus,,,,,
STYLODRILUS SP.,STYLODRILUS_SP.,5,tolerant,,,gatherer,18,,68450,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,lumbriculata,,,lumbriculida,,,,lumbriculidae,,,stylodrilus,,,,,,
STYLOGOMPHUS ALBYSTILUS,STYLOGOMPHUS_ALBYSTILUS,1,intolerant,,,predator,"83,_122",,101762,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,gomphidae,,,stylogomphus,stylogomphus_albistylus,,,,,
STYLOGOMPHUS SP.,STYLOGOMPHUS_SP.,1,intolerant,,,predator,"83,122",,101761,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,gomphidae,,,stylogomphus,,,,,,
STYLURUS SP.,STYLURUS_SP.,4,intolerant,,,predator,"83,122",,101666,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,gomphidae,,,stylurus,,,,,,
SUBLETTEA COFFMANI,SUBLETTEA_COFFMANI,4,intolerant,3,5,filterer,124,"tanytarsus_coffmani,_tanytarsus_sp._3",129976,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,sublettea,sublettea_coffmani,,,,,
SUBLETTEA SP.,SUBLETTEA_SP.,4,intolerant,,,filterer,124,,129975,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,sublettea,,,,,,
SUWALLIA MARGINATA,SUWALLIA_MARGINATA,0,intolerant,,,predator,"114,1",suwallia_sp.,103255,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,chloroperlidae,chloroperlinae,,suwallia,suwallia_marginata,,,,,
SWELTSA SP.,SWELTSA_SP.,0,intolerant,,,predator,"83,114",,103273,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,chloroperlidae,chloroperlinae,,sweltsa,,,,,,
SYMBIOCLADIUS EQUITANS,SYMBIOCLADIUS_EQUITANS,2,intolerant,,,predator,124,,129159,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,symbiocladius,symbiocladius_equitans,,,,,
SYMBIOCLADIUS SP.,SYMBIOCLADIUS_SP.,2,intolerant,,,predator,124,,129156,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,symbiocladius,,,,,,
SYMPETRUM JANEAE,SYMPETRUM_JANEAE,4,intolerant,,,predator,"83,122",,593346,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,libellulidae,,,sympetrum,sympetrum_janeae,,,,,
SYMPETRUM SP.,SYMPETRUM_SP.,4,intolerant,,,predator,"83,122",,101976,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,libellulidae,,,sympetrum,,,,,,
SYMPETRUM VICINUM,SYMPETRUM_VICINUM,4,intolerant,,,predator,"83,122",,101979,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,libellulidae,,,sympetrum,sympetrum_vicinum,,,,,
SYMPOTTHASTIA SP.,SYMPOTTHASTIA_SP.,2,intolerant,,,gatherer,124,,128426,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,diamesinae,diamesini,sympotthastia,,,,,,
SYNORTHOCLADIUS NR. SEMIVIRENS,SYNORTHOCLADIUS_NR._SEMIVIRENS,6,facultative,6,9,gatherer,106,"eukiefferiella_sp._3,_eukiefferiella_sordens,_nanocladius_sp.",129162,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,synorthocladius,synorthocladius_semivirens,,,,,
SYNORTHOCLADIUS SP.,SYNORTHOCLADIUS_SP.,6,facultative,,,gatherer,106,,129161,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,synorthocladius,,,,,,
TABANUS SP.,TABANUS_SP.,5,facultative,,,predator,83,,131527,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,brachycera,tabanomorpha,,tabanidae,tabaninae,tabanini,tabanus,,,,,,
TAENIONEMA ATLANTICUM,TAENIONEMA_ATLANTICUM,2,intolerant,,,shredder,114,,102819,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,euholognatha,,,taeniopterygidae,brachypteryinae,,taenionema,taenionema_atlanticum,,,,,
TAENIONEMA SP.,TAENIONEMA_SP.,2,intolerant,,,shredder,114,,102519,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,euholognatha,,,taeniopterygidae,brachypteryinae,,taenionema,,,,,,
TAENIOPTERYX BURKSI,TAENIOPTERYX_BURKSI,2,intolerant,,,shredder,45,,102791,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,euholognatha,,,taeniopterygidae,taeniopteryginae,,taeniopteryx,taeniopteryx_burksi,,,,,
TAENIOPTERYX LONICERA,TAENIOPTERYX_LONICERA,2,intolerant,,,shredder,45,,102793,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,euholognatha,,,taeniopterygidae,taeniopteryginae,,taeniopteryx,taeniopteryx_lonicera,,,,,
TAENIOPTERYX NIVALIS,TAENIOPTERYX_NIVALIS,2,intolerant,,,shredder,45,,102798,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,euholognatha,,,taeniopterygidae,taeniopteryginae,,taeniopteryx,taeniopteryx_nivalis,,,,,
TAENIOPTERYX PARVULA,TAENIOPTERYX_PARVULA,2,intolerant,,,shredder,45,,102796,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,euholognatha,,,taeniopterygidae,taeniopteryginae,,taeniopteryx,taeniopteryx_parvula,,,,,
TAENIOPTERYX SP.,TAENIOPTERYX_SP.,2,intolerant,,,shredder,114,,102789,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,euholognatha,,,taeniopterygidae,taeniopteryginae,,taeniopteryx,,,,,,
TALLAPERLA SP.,TALLAPERLA_SP.,0,intolerant,,,shredder,"83,114",,102500,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,peltoperlidae,peltoperlinae,,tallaperla,,,,,,
TANYPUS NEOPUNCTIPENNIS,TANYPUS_NEOPUNCTIPENNIS,10,tolerant,,,predator,89,,128329,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,tanypodini,tanypus,tanypus_neopunctipennis,,,,,
TANYPUS PUNCTIPENNIS,TANYPUS_PUNCTIPENNIS,10,tolerant,,,predator,89,,128333,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,tanypodini,tanypus,tanypus_punctipennis,,,,,
TANYPUS SP.,TANYPUS_SP.,10,tolerant,,,predator,89,,128324,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,tanypodini,tanypus,,,,,,
TANYPUS STELLATUS,TANYPUS_STELLATUS,10,tolerant,,,predator,89,,128336,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,tanypodini,tanypus,tanypus_stellatus,,,,,
TANYTARSUS BRUNDINI,TANYTARSUS_BRUNDINI,6,facultative,,,filterer,87,,129982,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,tanytarsus,tanytarsus_brundini,,,,,
TANYTARSUS CURTICORNIS GR.,TANYTARSUS_CURTICORNIS_GR.,6,facultative,,,filterer,,,129985,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,tanytarsus,tanytarsus_curticornis,,,,,
TANYTARSUS EMINULUS GR.,TANYTARSUS_EMINULUS_GR.,6,facultative,,,filterer,87,tanytarsus_sp._8,129978,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,tanytarsus,tanytarsus_eminulus,,,,,
TANYTARSUS GLABRESCENS GR.,TANYTARSUS_GLABRESCENS_GR.,6,facultative,5,6,filterer,87,"micropsectra_sp._1,_micropsectra_sp.",130030,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,tanytarsus,tanytarsus_glabrescens,,,,,
TANYTARSUS GUERLUS GR.,TANYTARSUS_GUERLUS_GR.,6,facultative,5,5,filterer,87,tanytarsus_sp._6,129997,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,tanytarsus,tanytarsus_guerlus,,,,,
