MACRO_GENSPECIES,FINAL_ID,MMS_TOLERANCE,MMS_TOLERANCE_NAME,MMS_NBI_PHOSPHORUS_TOL,MMS_NBI_NITRATE_TOL,MMS_FEEDING_HABITS,MMS_REFERENCE,MMS_PREV_NAME,MMS_INTEGR_TAXONOMIC_INFO_SYS,MMS_KINGDOM,MMS_SUBKINGDOM,MMS_INFRAKINGDOM,MMS_SUPERPHYLUM,MMS_PHYLUM,MMS_SUBPHYLUM,MMS_CLASS,MMS_SUBCLASS,MMS_INFRACLASS,MMS_SUPERORDER,MMS_ORDER,MMS_SUBORDER,MMS_INFRAORDER,MMS_SUPERFAMILY,MMS_FAMILY,MMS_SUBFAMILY,MMS_TRIBE,MMS_GENUS,MMS_SPECIES,MSTR_MACRO_SPECIES_ID,MMS_CLASSIFIER,MMS_COMMON_NAME,MMS_WATER_QLTY_EXCHANGE_NAME,MMS_WQX_UNIDENTIFD_SPECEIS_NAME
TANYTARSUS SP.,TANYTARSUS_SP.,6,facultative,,,filterer,87,,129978,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,tanytarsus,,,,,,
TANYTARSUS SP. O,TANYTARSUS_SP._O,6,facultative,,,filterer,36,,129978,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,tanytarsini,tanytarsus,,,,,,
TELOPELOPIA OKOBOJI,TELOPELOPIA_OKOBOJI,8,tolerant,,,predator,94,,128234,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,telopelopia,telopelopia_okoboji,,,,,
TELOPELOPIA SP.,TELOPELOPIA_SP.,8,tolerant,,,predator,94,,128233,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,telopelopia,,,,,,
TETRAGONEURIA SP.,TETRAGONEURIA_SP.,9,tolerant,,,predator,,,591872,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,corduliidae,corduliinae,,epitheca,,,,,,
THIENEMANNIELLA LOBAPODEMA,THIENEMANNIELLA_LOBAPODEMA,6,facultative,,,gatherer,"106,36","thienemanniella_nr._fusca,_thienemanniella_sp._2,_brillia_sp._2",129182,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,thienemanniella,thienemanniella_lobapodema,,,,,
THIENEMANNIELLA SP.,THIENEMANNIELLA_SP.,6,facultative,,,gatherer,"124,83",corynoneura_sp.,129182,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,thienemanniella,,,,,,
THIENEMANNIELLA XENA,THIENEMANNIELLA_XENA,6,facultative,,,gatherer,"106,36","thienemanniella_xena?,_thienemanniella_sp._1",129190,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,thienemanniella,thienemanniella_xena,,,,,
THIENEMANNIMYIA GR. SPP.,THIENEMANNIMYIA_GR._SPP.,6,facultative,8,8,predator,94,"pentaneura_sp._1,_conchapelopia_sp._1",128236,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,thienemannimyia,,,,,,
THIENEMANNIMYIA NORENA,THIENEMANNIMYIA_NORENA,6,facultative,,,predator,94,,128243,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,thienemannimyia,thienemannimyia_norena,,,,,
THIENEMANNIMYIA SP.,THIENEMANNIMYIA_SP.,6,facultative,,,predator,94,,128236,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,thienemannimyia,,,,,,
TIPULA SP.,TIPULA_SP.,6,intolerant,10,10,shredder,"83,25",,119037,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,tipulomorpha,,tipulidae,tipulinae,,tipula,,,,,,
TRIAENODES SP.,TRIAENODES_SP.,6,facultative,,,shredder,"125,47",,116565,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,leptoceroidea,leptoceridae,leptocerinae,triaenodini,triaenodes,,,,,,
TRIBELOS/ENDOCHIRONOMUS/PHAENOPSECTRA CO,TRIBELOS/ENDOCHIRONOMUS/PHAENOPSECTRA_CO,8,tolerant,,,gatherer,124,,129229,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,,,,,,
TRIBELOS ATRUM,TRIBELOS_ATRUM,7,facultative,,,gatherer,49,,129821,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,tribelos,tribelos_ater,,,,,
TRIBELOS FUSCICORNE,TRIBELOS_FUSCICORNE,7,facultative,,,gatherer,49,,129823,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,tribelos,tribelos_fuscicorne,,,,,
TRIBELOS JUCUNDUM,TRIBELOS_JUCUNDUM,7,facultative,,,gatherer,49,"tribelos_sp._1,_tribelos_sp.",129827,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,tribelos,tribelos_jucundus,,,,,
TRIBELOS SP.,TRIBELOS_SP.,7,facultative,,,gatherer,49,,129820,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,tribelos,,,,,,
TRICORYTHODES SP.,TRICORYTHODES_SP.,4,intolerant,4,9,gatherer,83,,101405,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,leptohyphidae,,,tricorythodes,,,,,,
TRISSOCLADIUS SP.,TRISSOCLADIUS_SP.,5,facultative,,,gatherer,"124,83",,128750,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,hydrobaenus,,,,,,
TRISSOPELOPIA OGEMAWI,TRISSOPELOPIA_OGEMAWI,4,intolerant,,,predator,91,,128252,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,trissopelopia,trissopelopia_ogemawi,,,,,
TRISSOPELOPIA SP.,TRISSOPELOPIA_SP.,4,intolerant,,,predator,91,,128251,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,pentaneurini,trissopelopia,,,,,,
TROPISTERNUS SP.,TROPISTERNUS_SP.,5,facultative,,,predator,"83,123",,112938,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,staphyliniformia,hydrophiloidea,hydrophilidae,hydrophilinae,hydrophilini,tropisternus,,,,,,
TUBIFEX SP.,TUBIFEX_SP.,10,tolerant,,,gatherer,"18,83",,68622,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,tubificinae,,tubifex,,,,,,
TUBIFEX TUBIFEX,TUBIFEX_TUBIFEX,10,tolerant,,,gatherer,"18,83",,68623,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,tubificinae,,tubifex,tubifex_tubifex,,,,,
TVETENIA BAVARICA GR.,TVETENIA_BAVARICA_GR.,4,facultative,9,10,gatherer,13,"eukiefferiella_saanensis,_eukiefferiella_coerulescens_gr.,_trichocladius_sp._3",129205,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,tvetenia,tvetenia_bavarica,,,,,
TVETENIA SP.,TVETENIA_SP.,5,facultative,,,gatherer,13,,129197,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,tvetenia,,,,,,
TVETENIA VITRACIES,TVETENIA_VITRACIES,5,facultative,7,6,gatherer,"13,70","tvetenia_discoloripes_gr.,eukiefferiella_discoloripes_gr.,eukiefferiella_sp.,eukiefferiella_sp._1",129203,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,tvetenia,tvetenia_vitracies,,,,,
TYRELLIA SP.,TYRELLIA_SP.,6,facultative,,,predator,108,,83068,animalia,bilateria,protostomia,ecdysozoa,arthropoda,chelicerata,arachnida,acari,,acariformes,trombidiformes,prostigmata,,hygrobatoidea,limnesiidae,,,tyrrellia,,,,,,
ULOMORPHA SP.,ULOMORPHA_SP.,4,intolerant,,,predator,25,,120387,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,tipulomorpha,,tipulidae,limoniinae,hexatomini,ulomorpha,,,,,,
UNCINAIS UNCINATA,UNCINAIS_UNCINATA,10,tolerant,,,gatherer,"83,61",,68990,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,uncinais,uncinais_uncinata,,,,,
UNDET. TUBIFICIDAE,UNDET._TUBIFICIDAE,10,tolerant,,,gatherer,"18,83",,68854,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,,,,,,,,,
UNDET. TUBIFICIDAE W/ CAP. SETAE,UNDET._TUBIFICIDAE_W/_CAP._SETAE,10,tolerant,10,8,gatherer,"18,83","undetermined_tubificidae,_peloscolex_sp.",68854,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,,,,,,,,,
UNDET. TUBIFICIDAE W/O CAP. SETAE,UNDET._TUBIFICIDAE_W/O_CAP._SETAE,10,tolerant,7,7,gatherer,"18,83","undetermined_tubificidae,_peloscolex_sp.",68854,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,,,,,,,,,
UNDETERMINED ACARIFORMES,UNDETERMINED_ACARIFORMES,6,facultative,,,predator,108,hydracarina,690740,animalia,bilateria,protostomia,ecdysozoa,arthropoda,chelicerata,arachnida,acari,,acariformes,,,,,,,,,,,,,,
UNDETERMINED AEOLOSOMATIDAE,UNDETERMINED_AEOLOSOMATIDAE,8,tolerant,,,filterer,29,,68423,animalia,bilateria,protostomia,lophozoa,annelida,,,,,,,,,,aeolosomatidae,,,,,,,,,
UNDETERMINED AESCHNIDAE,UNDETERMINED_AESCHNIDAE,5,facultative,,,predator,"83,122",,101596,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,aeshnidae,,,,,,,,,
UNDETERMINED AESHNIDAE,UNDETERMINED_AESHNIDAE,5,facultative,,,predator,"83,122",,101596,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,aeshnidae,,,,,,,,,
UNDETERMINED AMELETIDAE,UNDETERMINED_AMELETIDAE,0,intolerant,,,gatherer,83,,568544,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,,ameletidae,,,,,,,,,
UNDETERMINED ANCYLIDAE,UNDETERMINED_ANCYLIDAE,6,facultative,,,scraper,"60,83",,76568,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,basommatophora,,,,ancylidae,,,,,,,,,
UNDETERMINED ANTHOMYIIDAE,UNDETERMINED_ANTHOMYIIDAE,6,facultative,,,predator,117,,148685,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,brachycera,muscomorpha,,anthomyiidae,,,,,,,,,
UNDETERMINED ANTHURIDAE,UNDETERMINED_ANTHURIDAE,5,facultative,,,gatherer,48,,92144,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,isopoda,anthuridea,,,anthuridae,,,,,,,,,
UNDETERMINED APATANIIDAE,UNDETERMINED_APATANIIDAE,3,intolerant,,,scraper,125,,598182,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,limnephiloidea,apataniidae,,,,,,,,,
UNDETERMINED ARCTIIDAE,UNDETERMINED_ARCTIIDAE,5,facultative,,,shredder,66,,693997,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,lepidoptera,,,noctuoidea,erebidae,arctiinae,,,,,,,,
UNDETERMINED ASELLIDAE,UNDETERMINED_ASELLIDAE,8,tolerant,,,gatherer,108,,92657,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,isopoda,asellota,,aselloidea,asellidae,,,,,,,,,
UNDETERMINED ATHERICIDAE,UNDETERMINED_ATHERICIDAE,4,intolerant,,,predator,117,,130928,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,brachycera,tabanomorpha,,athericidae,,,,,,,,,
UNDETERMINED BAETIDAE,UNDETERMINED_BAETIDAE,6,facultative,,,gatherer,83,,100755,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,,baetidae,,,,,,,,,
UNDETERMINED BAETISCIDAE,UNDETERMINED_BAETISCIDAE,4,intolerant,,,gatherer,83,,101493,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,carapacea,,,baetiscidae,,,,,,,,,
UNDETERMINED BITHYNIIDAE,UNDETERMINED_BITHYNIIDAE,8,tolerant,,,scraper,"60,83",,70745,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,neotaenioglossa,,,,bithyniidae,,,,,,,,,
UNDETERMINED BLEPHARICERIDAE,UNDETERMINED_BLEPHARICERIDAE,0,intolerant,,,scraper,"83,117",,121227,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,blephariceromorpha,,blephariceridae,,,,,,,,,
UNDETERMINED BRACHYCENTRIDAE,UNDETERMINED_BRACHYCENTRIDAE,2,intolerant,,,shredder,"125,42",,116905,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,limnephiloidea,brachycentridae,,,,,,,,,
UNDETERMINED BRANCHIOBDELLIDAE,UNDETERMINED_BRANCHIOBDELLIDAE,6,facultative,,,gatherer,108,,69169,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,lumbriculata,,,branchiobdellida,,,,branchiobdellidae,,,,,,,,,
UNDETERMINED CAENIDAE,UNDETERMINED_CAENIDAE,6,facultative,,,gatherer,83,,101467,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,caenoidea,caenidae,,,,,,,,,
UNDETERMINED CALAMOCERATIDAE,UNDETERMINED_CALAMOCERATIDAE,3,intolerant,,,shredder,"83,125",,116529,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,leptoceroidea,calamoceratidae,,,,,,,,,
UNDETERMINED CALOPTERYGIDAE,UNDETERMINED_CALOPTERYGIDAE,6,facultative,,,predator,"83,122",,102043,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,zygoptera,,,calopterygidae,,,,,,,,,
UNDETERMINED CAMBARIDAE,UNDETERMINED_CAMBARIDAE,6,facultative,6,5,gatherer,"83,108,5",,97336,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,eucarida,decapoda,pleocyemata,astacidea,astacoidea,cambaridae,,,,,,,,,
UNDETERMINED CAPNIIDAE,UNDETERMINED_CAPNIIDAE,3,intolerant,,,shredder,114,,102643,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,euholognatha,,,capniidae,,,,,,,,,
UNDETERMINED CARABIDAE,UNDETERMINED_CARABIDAE,4,intolerant,,,predator,,,109234,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,adephaga,,,carabidae,,,,,,,,,
UNDETERMINED CERATOPOGONIDAE,UNDETERMINED_CERATOPOGONIDAE,6,facultative,8,9,predator,83,,127076,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,ceratopogonidae,,,,,,,,,
UNDETERMINED CHAOBORIDAE,UNDETERMINED_CHAOBORIDAE,8,tolerant,,,predator,83,,125886,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chaoboridae,,,,,,,,,
UNDETERMINED CHIRONOMIDAE,UNDETERMINED_CHIRONOMIDAE,6,facultative,,,gatherer,124,,127917,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,,,,,,,,,
UNDETERMINED CHIRONOMINAE,UNDETERMINED_CHIRONOMINAE,6,facultative,,,gatherer,124,,129228,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,,,,,,,,
UNDETERMINED CHIRONOMINI,UNDETERMINED_CHIRONOMINI,6,facultative,,,gatherer,124,,129229,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,,,,,,,
UNDETERMINED CHLOROPERLIDAE,UNDETERMINED_CHLOROPERLIDAE,0,intolerant,,,predator,"83,114",,103202,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,polyneoptera,plecoptera,systellognatha,,,chloroperlidae,,,,,,,,,
UNDETERMINED COENAGRIONIDAE,UNDETERMINED_COENAGRIONIDAE,8,tolerant,,,predator,"83,122",,102077,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,zygoptera,,,coenagrionidae,,,,,,,,,
UNDETERMINED COLEOPTERA,UNDETERMINED_COLEOPTERA,5,,,,,"83,123",,109216,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,,,,,,,,,,,,,
UNDETERMINED COLLEMBOLA,UNDETERMINED_COLLEMBOLA,5,facultative,,,gatherer,83,,99237,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,collembola,,,,collembola,,,,,,,,,,,,,
UNDETERMINED CORBICULIDAE,UNDETERMINED_CORBICULIDAE,6,facultative,,,filterer,83,,81381,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,heterodonta,,,veneroida,,,corbiculoidea,corbiculidae,,,,,,,,,
UNDETERMINED CORDULEGASTRIDAE,UNDETERMINED_CORDULEGASTRIDAE,3,intolerant,,,predator,"83,122",,102026,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,cordulegastridae,,,,,,,,,
UNDETERMINED CORDULIIDAE,UNDETERMINED_CORDULIIDAE,2,intolerant,,,predator,"83,122",,102020,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,corduliidae,,,,,,,,,
UNDETERMINED CORIXIDAE,UNDETERMINED_CORIXIDAE,5,facultative,,,predator,83,,103364,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,paraneoptera,hemiptera,heteroptera,nepomorpha,corixoidea,corixidae,,,,,,,,,
UNDETERMINED CORYDALIDAE,UNDETERMINED_CORYDALIDAE,4,intolerant,,,predator,"83,76",,115023,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,neuropterida,megaloptera,,,,corydalidae,,,,,,,,,
UNDETERMINED CRANGONYCTIDAE,UNDETERMINED_CRANGONYCTIDAE,6,facultative,,,gatherer,108,,95080,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,amphipoda,gammaridea,,,crangonyctidae,,,,,,,,,
UNDETERMINED CRUSTACEAN,UNDETERMINED_CRUSTACEAN,6,facultative,,,gatherer,,,83677,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,,,,,,,,,,,,,,,,,,
UNDETERMINED CULICIDAE,UNDETERMINED_CULICIDAE,8,tolerant,,,filterer,83,,125930,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,culicidae,,,,,,,,,
UNDETERMINED CURCULIONIDAE,UNDETERMINED_CURCULIONIDAE,5,facultative,,,shredder,83,,114666,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,cucujiformia,curculionoidea,curculionidae,,,,,,,,,
UNDETERMINED DIAMESINAE,UNDETERMINED_DIAMESINAE,2,intolerant,,,gatherer,124,,128341,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,diamesinae,,,,,,,,
UNDETERMINED DIPSEUDOPSIDAE,UNDETERMINED_DIPSEUDOPSIDAE,5,facultative,,,filterer,125,,598168,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydropsychoidea,dipseudopsidae,,,,,,,,,
UNDETERMINED DIPTERA,UNDETERMINED_DIPTERA,6,facultative,,,,,,118831,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,,,,,,,,,,,,,
UNDETERMINED DIXIDAE,UNDETERMINED_DIXIDAE,1,intolerant,,,filterer,"83,127",,125809,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,dixidae,,,,,,,,,
UNDETERMINED DOLICHOPODIDAE,UNDETERMINED_DOLICHOPODIDAE,4,intolerant,,,predator,"83,117",,136824,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,brachycera,muscomorpha,,dolichopodidae,,,,,,,,,
UNDETERMINED DREISSENIIDAE,UNDETERMINED_DREISSENIIDAE,8,tolerant,,,filterer,82,,81330,animalia,bilateria,protostomia,lophozoa,mollusca,,bivalvia,heterodonta,,,veneroida,,,dreissenoidea,dreissenidae,,,,,,,,,
UNDETERMINED DRYOPIDAE,UNDETERMINED_DRYOPIDAE,5,facultative,,,scraper,83,,113999,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,dryopidae,,,,,,,,,
UNDETERMINED DYTISCIDAE,UNDETERMINED_DYTISCIDAE,5,facultative,,,predator,"83,123",,111963,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,adephaga,,,dytiscidae,,,,,,,,,
UNDETERMINED ELMIDAE,UNDETERMINED_ELMIDAE,5,facultative,,,scraper,"83,19",,114093,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,elateriformia,byrrhoidea,elmidae,,,,,,,,,
UNDETERMINED EMPIDIDAE,UNDETERMINED_EMPIDIDAE,6,facultative,,,predator,83,,135830,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,brachycera,muscomorpha,,empididae,,,,,,,,,
UNDETERMINED ENCHYTRAEIDAE,UNDETERMINED_ENCHYTRAEIDAE,10,tolerant,7,8,gatherer,"18,83",,68510,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,,,,,,,,enchytraeidae,,,,,,,,,
UNDETERMINED ENCHYTRAEIDAE SP. 1,UNDETERMINED_ENCHYTRAEIDAE_SP._1,10,tolerant,,,gatherer,"18,83",,68510,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,,,,,,,,enchytraeidae,,,,,,,,,
UNDETERMINED ENCHYTRAEIDAE SP. 2,UNDETERMINED_ENCHYTRAEIDAE_SP._2,10,tolerant,,,gatherer,"18,83",,68510,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,,,,,,,,enchytraeidae,,,,,,,,,
UNDETERMINED EPHEMERELLIDAE,UNDETERMINED_EPHEMERELLIDAE,2,intolerant,3,6,gatherer,83,,101232,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,,,,,,,
UNDETERMINED EPHEMERIDAE,UNDETERMINED_EPHEMERIDAE,2,intolerant,,,gatherer,83,,101525,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,scapphodonta,ephemeroidea,ephemeridae,,,,,,,,,
